3,3,7,5,5,10,5,5,10,5,2,9,5,4,9,5,4,1,0,no,0010118041635
3,3,10,10,5,5,10,5,10,10,5,8.3333333333333,10,5,8.3333333333333,10,5,0.01,0,no,0021118040982
2,2,0,0,0,10,5,5,10,5,7,10,5,6,6.6666666666667,3.3333333333333,4,1,0,no,001010910582
3,3,10,5,10,0,5,10,0,5,7,3.3333333333333,5,9,3.3333333333333,5,9,1,0,no,0010118041846
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118010098
3,1,0,0,0,0,0,0,10,10,10,10,10,10,3.3333333333333,3.3333333333333,3.3333333333333,1,0,no,0010118040579
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,0,0,no,0010118041160
3,3,10,5,10,7,5,10,10,5,7,9,5,9,9,5,9,1,0,no,0021118041598
3,1,0,0,0,0,0,0,10,5,5,10,5,5,3.3333333333333,1.6666666666667,1.6666666666667,0.06,0,no,001011001947
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118051093
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118033579
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0023118033831
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118040420
2,2,0,0,0,10,5,7,10,5,7,10,5,7,6.6666666666667,3.3333333333333,4.6666666666667,1,0,no,0010118032050
3,3,7,5,5,10,7,7,10,10,7,9,7.3333333333333,6.3333333333333,9,7.3333333333333,6.3333333333333,1,0,no,0010118051046
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118060390
3,3,10,5,5,10,7,5,10,10,5,10,7.3333333333333,5,10,7.3333333333333,5,0.9,0,no,0027114111083
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1,0,no,001011231169
3,3,5,5,7,10,5,5,5,5,5,6.6666666666667,5,5.6666666666667,6.6666666666667,5,5.6666666666667,1,0,no,0010117120243
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,1,0,no,0010116123640
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010115072153
2,2,0,0,0,10,5,7,10,5,7,10,5,7,6.6666666666667,3.3333333333333,4.6666666666667,1,0,no,0010118041884
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0.93,0,no,0010115050295
3,3,7,7,5,10,10,5,10,10,5,9,9,5,9,9,5,1,0,no,0020116071856
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0021118041704
3,3,10,7,7,10,7,7,10,7,7,10,7,7,10,7,7,1,0,no,0010115050954
3,3,10,10,5,5,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,10,5,1,0,no,0592118033408
3,3,10,10,10,7,10,7,7,10,7,8,10,8,8,10,8,0.99,0,no,0020118051066
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0023118040366
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,0.07,0,no,0021118020248
3,3,10,10,10,7,10,10,10,10,10,9,10,10,9,10,10,1,0,no,0010115103484
3,1,0,0,0,0,0,0,10,10,10,10,10,10,3.3333333333333,3.3333333333333,3.3333333333333,1,0,no,0028118060556
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,0.92,0,no,0010118021004
3,2,0,0,0,5,2,5,5,2,5,5,2,5,3.3333333333333,1.3333333333333,3.3333333333333,0.01,0,no,0023116060132
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118050243
3,3,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5,0.01,0,no,0021118041881
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118041641
3,2,10,5,5,10,10,5,0,0,0,10,7.5,5,6.6666666666667,5,3.3333333333333,1,0,no,0029118040859
3,3,7,7,5,7,7,5,7,10,5,7,8,5,7,8,5,1,0,no,0020118041382
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0028118040427
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0027118050087
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010116090273
